driver,race_id,finish,momentum,adj_finish,adj_start,adj_mid,adj_best,adj_worst,adj_avg,adj_green_flag_passing_diff,adj_green_flag_passes,adj_green_flag_times_passed,adj_quality_passes,adj_pct_quality_passes,adj_fastest_lap,adj_top_15_laps,adj_pct_top_15_laps,adj_laps_led,adj_pct_laps_led,adj_rating
William Byron,120,2,93.7875,14.510802595677188,13.572665717484892,14.346262094364295,3.253452185998335,30.16215380757107,14.596400700764264,3.442709245647738,99.79664999487994,96.3539407492322,43.549923011187765,44.27767041675935,9.800754107748094,161.37360921645526,60.081694417140284,9.526160641307357,3.524232497168323,88.20227670616976
William Byron,121,5,106.3725,15.07452033299392,11.79613547880585,12.629806035579481,4.4190254343820055,24.798574664730236,12.89099061163462,-1.8420186127909617,65.50858067632667,67.35059928911764,26.41000932748864,47.14160168688788,16.53276906782651,198.11666798164072,63.85147879621658,37.94890611073146,12.444723838394195,88.49731691511505
William Byron,122,28,113.2525,18.080994511588223,15.072197796973073,18.578612535273002,4.420843369212442,31.521097093834253,17.536417203204174,3.195952719085057,76.5129735891646,73.31702087007955,28.813882581857712,37.523553132321084,3.7560161555779326,88.69394787462778,56.00021361303288,6.306454304413309,3.5373671694843845,76.40820439494851
William Byron,123,9,115.8275,16.018955998164273,16.94836319852834,17.373642341848893,5.576626361454555,29.054053254520028,16.5455829720552,0.8254307407365931,64.7737509744829,63.94832023374631,16.853377511244265,29.170652340877474,2.2448414501667715,48.32211541273939,52.640241098141075,3.576719430918949,4.424186706218988,80.52114164815423
William Byron,124,27,115.3925,19.64168924962564,15.328920374433514,16.5864641914702,4.345853918763536,31.208909784485662,16.29932329604051,0.7685655552748272,73.81578990332623,73.0472243480514,28.0317002834976,39.85292912618459,6.173189197967815,95.40844609541298,55.7616751380175,16.894015905021632,8.785550841725211,78.34876303763184
William Byron,125,37,93.795,15.544111448333354,16.55756597495195,17.336462157062712,2.2681652872337508,31.759708742616606,16.572797994013424,6.345357270200266,374.28719872358135,367.94184145338113,190.83131693527758,50.538223144805016,3.98909014192561,109.32230546506406,52.89682438294355,5.688847801313603,2.843668058521547,79.32795064347938
William Byron,126,40,81.0275,15.949887040253024,18.621178965941503,17.433196303100118,5.367376710501503,30.43636723347551,16.98582933590744,0.33343537877640345,67.77117745770562,67.43774207892922,18.463127403708484,29.65684321819721,1.9163182131055216,47.60788579172449,51.60970613608278,3.0356872117517733,3.674761987508158,78.85629949031471
William Byron,127,8,58.260000000000005,18.784289563811765,20.65125114544106,19.931052339990174,8.817025431021758,31.568288726656906,19.58453890388961,0.25924779355643335,61.30332394830174,61.0440761547453,16.08535147142214,28.726966435484595,1.7235809573896672,41.39744612944425,45.14851841597677,2.6530075653758836,3.187245413432727,72.37446673676202
William Byron,128,31,64.61500000000001,14.504271058783685,11.66579378930681,12.340334794515385,4.397912125730798,25.91387680437517,12.76770545456582,-0.5515586885069447,70.79500489173302,71.34656358023994,30.43776504460863,47.32137712470626,15.278543911741446,200.37983982575514,64.91791526931596,31.648700207682307,10.373719317050194,89.07063612686795
William Byron,129,16,73.29499999999999,20.26935322150863,17.417041900263172,15.977540205362114,4.244188135835361,31.275103192973276,16.749143496565747,4.166998535904093,79.35047575326408,75.18347721735998,28.681519790013184,37.88170025883718,5.187701148802362,88.94250877986968,52.25649110029118,13.456567962782845,7.040257419184982,74.89115785858513
William Byron,130,1,84.925,15.815772238256429,15.566800601040196,15.653342585036082,6.216768778062633,27.940945169732657,15.688642656232119,-1.188981757424391,73.38197897030989,74.57096072773429,29.60073591706437,43.36383242430896,11.898428760131743,242.54217155746898,55.44124896390268,11.938696322713284,2.7354272164981,79.02766632887236
William Byron,131,4,114.2775,17.902159841510468,19.035145715208643,19.03718034779611,8.094869271721521,30.32986420020508,18.252622230328203,-0.9073176564079445,61.04005576900069,61.947373425408635,16.71472280135668,30.096472202457257,2.193206049835484,46.84301239783172,49.515297927765175,2.4040785480851397,2.8756405132981766,75.57547877481376
William Byron,132,12,114.28250000000001,14.747202035591755,14.685165192315413,16.19741740818088,6.024165564561088,28.47682981524654,15.201419426632969,-1.0220737472435024,73.20023229277935,74.22230604002286,29.992262081124743,43.71319366977582,13.731445242302428,237.26362235494264,56.593504785075154,26.28231169307687,6.931048891071923,84.33023644248726
William Byron,133,19,113.54,18.229832576912692,17.11662794674069,19.41409304602501,2.4722277832055566,32.042989224224236,18.206104217564462,6.349067732287516,333.30797068084655,326.95890294855906,170.33402708854203,52.73188275507289,3.72833197990865,100.52686021033323,54.402828212176544,5.0939290767272025,2.552052490586184,76.49866867720644
William Byron,134,21,103.845,16.6033688464185,11.835818751736763,12.367408818939014,4.611307882873444,26.21898864337236,12.80972533380961,-0.9101709190473455,69.77049976786542,70.68067068691278,29.191002963223227,45.525825385349656,13.630559843626113,210.1178961997129,65.49746403749191,25.936626945330786,8.495204162171929,87.05854193772109
William Byron,135,11,87.13,17.28921705254965,12.56474182368713,13.959073148174788,5.2717429213788,26.95230258385795,13.673503642950799,-0.6065864908270072,75.60593618410337,76.21252267493037,29.467392214065605,42.627635849753126,11.636061978606481,205.1218534500751,63.168968124204596,21.399316035123668,7.002993783529529,83.93227762915451
William Byron,136,12,80.4775,14.945802452880724,15.08862910370761,17.05495297917749,5.887678535547311,29.510300947703456,15.28213747345184,-0.503866730689292,85.58088598684844,86.08475271753773,34.93965109952376,42.68231007579834,13.119569204850523,238.386012087771,57.23628034066091,22.11805011628877,5.798763736736989,83.07938046054822
William Byron,137,3,80.065,16.862670368760917,12.460602922744888,14.232360448418634,5.15119438141893,27.303254351188066,13.905364661656343,2.490912302685783,76.57940720962677,74.08849490694098,29.833193610862587,42.02405196404425,10.306973625502131,197.3186244721075,62.58435933468428,18.63750768559364,6.09553618675636,82.9774972058685
William Byron,138,9,90.9625,13.78965870813289,13.025950083181716,13.571695472256849,3.156874131040069,29.702667032695487,13.854235326124131,3.352231733796516,97.76475634077732,94.41252460698081,43.171198092050126,45.08494234534416,13.961279023064526,176.23765573245626,62.17247474134764,29.00336195323092,8.304709319647255,91.42480505821315
